Frame,TopLeftCornerX,TopLeftCornerY,suc,Length,Height
2136,229.5,90.5,0,30,31
2136,376.5,56.5,0,52,24
2136,437.5,30.5,1,23,22
2138,353.5,199.5,0,94,72
2138,551.5,194.5,0,24,21
2138,586.5,183.5,0,35,25
2138,616.5,189.5,0,67,30
2139,0.5,256.5,1,28,26
2140,71.5,147.5,1,38,31
2140,113.5,119.5,1,48,27
2140,275.5,42.5,1,31,23
2141,0.5,342.5,0,58,27
2141,32.5,285.5,0,49,43
2141,83.5,280.5,0,39,28
2141,480.5,172.5,1,76,47
2142,518.5,65.5,0,27,24
2142,648.5,87.5,1,44,29
2143,585.5,297.5,0,77,35
2144,0.5,240.5,1,103,86
2144,354.5,88.5,0,29,26
2144,489.5,85.5,1,49,39
2144,537.5,102.5,0,34,25
2145,0.5,112.5,1,80,27
2145,51.5,0.5,0,283,152
2145,334.5,0.5,1,75,37
2145,618.5,27.5,0,102,95
2146,231.5,57.5,1,85,28
2147,696.5,31.5,1,24,46
2150,29.5,310.5,1,392,170
2150,58.5,170.5,1,72,46
2150,111.5,152.5,1,68,37
2150,312.5,109.5,0,73,93
2150,384.5,112.5,1,73,57
2150,476.5,0.5,0,65,53
2150,671.5,0.5,0,49,105
2151,312.5,97.5,0,28,29
2156,0.5,261.5,1,174,62
2156,26.5,196.5,0,48,66
2156,74.5,192.5,0,83,69
2156,149.5,220.5,0,52,27
2156,285.5,225.5,1,38,44
2156,321.5,214.5,0,26,22
2156,438.5,220.5,1,41,21
2156,508.5,202.5,1,52,44
2156,615.5,223.5,1,54,29
2156,681.5,234.5,1,39,41
2157,81.5,128.5,0,61,29
2157,150.5,204.5,0,48,26
2157,647.5,0.5,1,42,35
2158,28.5,330.5,0,103,70
2158,382.5,163.5,0,27,25
2158,677.5,72.5,0,43,23
2160,473.5,277.5,1,70,34
2160,639.5,273.5,0,24,24
2160,663.5,279.5,0,30,29
2161,636.5,193.5,1,72,40
2162,356.5,330.5,0,224,150
2162,366.5,223.5,0,81,53
2162,441.5,220.5,1,69,72
2162,535.5,285.5,0,88,25
2162,591.5,258.5,1,62,22
2162,641.5,229.5,0,79,192
2163,553.5,235.5,0,44,40
2166,259.5,1.5,1,35,23
2167,359.5,71.5,0,25,24
2169,436.5,32.5,0,35,29
2169,585.5,69.5,0,54,43
2171,62.5,239.5,0,33,24
2171,83.5,117.5,1,133,103
2171,412.5,208.5,1,52,26
2171,464.5,315.5,1,256,87
2171,493.5,222.5,1,46,24
2174,88.5,73.5,0,25,23
2174,453.5,157.5,0,33,34
2176,576.5,235.5,0,44,23
2179,0.5,396.5,1,407,84
2179,171.5,193.5,0,43,33
2179,346.5,217.5,1,48,21
2179,504.5,246.5,0,57,23
2179,562.5,223.5,1,39,54
2179,579.5,278.5,0,95,21
2179,630.5,233.5,1,45,49
2180,0.5,49.5,0,34,27
2180,0.5,87.5,1,28,21
2180,27.5,137.5,0,82,81
2180,94.5,14.5,1,35,29
2180,133.5,25.5,0,60,21
2180,194.5,0.5,1,98,41
2181,532.5,113.5,1,30,21
2182,460.5,134.5,1,62,29
2184,688.5,109.5,1,32,25
2185,450.5,94.5,1,127,29
2188,66.5,137.5,0,82,76
2188,140.5,157.5,1,68,51
2188,308.5,227.5,0,79,47
2188,597.5,234.5,0,88,105
2189,27.5,47.5,0,26,21
2189,81.5,70.5,1,33,23
2189,97.5,77.5,0,54,28
2189,626.5,435.5,0,23,22
2190,79.5,205.5,0,35,21
2191,170.5,56.5,1,42,36
2191,271.5,130.5,0,184,56
2191,607.5,139.5,1,79,35
2192,458.5,288.5,1,119,182
2194,78.5,128.5,1,143,32
2194,104.5,83.5,1,57,24
2194,377.5,45.5,0,86,30
2195,252.5,96.5,0,22,23
2195,306.5,306.5,1,60,92
2195,361.5,210.5,0,30,35
2195,381.5,218.5,0,59,66
2195,432.5,247.5,0,57,68
2195,478.5,339.5,1,21,23
2195,480.5,311.5,0,24,22
2195,488.5,373.5,0,24,31
2195,502.5,358.5,1,29,33
2195,602.5,434.5,0,22,24
2196,180.5,199.5,0,90,70
2196,255.5,241.5,1,54,51
2196,310.5,263.5,0,92,48
2197,476.5,102.5,1,23,21
2197,611.5,80.5,0,44,31
2198,40.5,141.5,0,79,50
2198,85.5,116.5,1,40,30
2198,168.5,158.5,0,56,27
2198,421.5,183.5,0,46,37
2199,136.5,137.5,0,41,33
2199,175.5,86.5,0,114,111
2199,438.5,154.5,1,59,51
2199,462.5,217.5,1,52,52
2201,524.5,147.5,1,38,29
2202,313.5,0.5,1,44,28
2202,634.5,218.5,0,59,30
2204,109.5,311.5,0,23,25
2205,64.5,191.5,0,215,122
2205,512.5,172.5,1,84,46
2208,4.5,233.5,0,71,25
2208,259.5,212.5,1,27,21
2212,0.5,88.5,0,27,30
2212,94.5,105.5,1,48,27
2213,686.5,330.5,0,34,28
2214,0.5,127.5,1,78,205
2215,6.5,271.5,0,74,25
2216,26.5,109.5,1,23,25
2216,594.5,63.5,0,71,68
2220,16.5,94.5,1,56,26
2220,109.5,106.5,0,93,23
2220,311.5,105.5,1,94,26
2222,0.5,51.5,1,54,27
2222,294.5,67.5,1,101,25
2223,0.5,319.5,1,70,63
2223,18.5,232.5,1,54,49
2224,568.5,190.5,0,69,45
2224,591.5,169.5,1,27,21
2226,685.5,333.5,0,25,21
2227,592.5,105.5,0,34,23
2228,60.5,301.5,0,82,48
2229,630.5,264.5,1,73,24
2230,471.5,81.5,0,21,21
2230,672.5,92.5,0,39,22
2231,48.5,405.5,0,38,41
2231,278.5,248.5,1,31,24
2231,625.5,34.5,0,24,21
2232,0.5,321.5,1,51,159
2232,191.5,351.5,1,101,29
2232,275.5,306.5,1,93,58
2232,356.5,369.5,1,51,25
2232,408.5,362.5,0,65,29
2232,511.5,308.5,0,101,41
2233,111.5,77.5,1,41,29
2233,214.5,85.5,0,75,49
2233,290.5,91.5,0,53,27
2233,415.5,139.5,0,53,21
2233,467.5,165.5,1,64,24
2233,490.5,132.5,0,53,36
2234,687.5,112.5,0,29,26
2236,687.5,257.5,1,33,85
2237,199.5,77.5,0,56,24
2237,333.5,94.5,0,40,23
2237,468.5,145.5,1,72,39
2237,531.5,231.5,0,86,40
2237,572.5,205.5,1,37,26
2238,0.5,225.5,0,54,50
2238,68.5,220.5,0,27,22
2238,94.5,212.5,1,31,25
2239,594.5,137.5,0,35,21
2239,620.5,147.5,0,39,22
2240,76.5,178.5,0,26,28
2240,132.5,150.5,0,25,28
2240,170.5,136.5,1,26,21
2240,472.5,47.5,1,29,27
2241,442.5,284.5,1,41,30
2242,25.5,124.5,1,32,26
2242,82.5,119.5,0,22,22
2244,498.5,338.5,0,125,124
2245,370.5,31.5,0,100,34
2246,81.5,268.5,1,179,68
2246,232.5,175.5,0,112,67
2246,421.5,108.5,1,271,260
2248,12.5,128.5,0,408,276
2248,246.5,0.5,1,195,130
2248,437.5,0.5,0,107,133
2248,574.5,100.5,1,81,25
2249,26.5,455.5,0,156,25
2249,121.5,305.5,1,23,22
2249,300.5,343.5,0,93,46
2249,512.5,311.5,1,58,73
2249,526.5,273.5,0,113,29
2251,0.5,157.5,1,30,42
2251,267.5,12.5,1,213,151
2254,0.5,147.5,1,32,42
2254,32.5,146.5,1,54,39
2254,143.5,231.5,1,136,43
2256,34.5,313.5,0,26,21
2256,188.5,266.5,1,23,27
2256,196.5,310.5,0,52,23
2256,248.5,257.5,0,46,37
2256,301.5,247.5,0,59,42
2256,354.5,219.5,1,50,48
2256,405.5,213.5,0,65,52
2256,458.5,182.5,0,96,86
2256,521.5,223.5,0,136,79
2259,79.5,130.5,1,63,23
2259,298.5,60.5,0,23,21
2260,265.5,220.5,1,40,38
2260,393.5,240.5,1,52,59
2260,582.5,316.5,1,86,21
2261,184.5,184.5,1,33,21
2262,321.5,134.5,0,62,42
2262,384.5,128.5,0,29,24
2263,210.5,178.5,1,85,59
2263,289.5,255.5,0,45,29
2263,330.5,222.5,0,72,60
2263,531.5,288.5,0,26,25
2263,569.5,315.5,1,41,40
2263,672.5,404.5,0,26,24
2263,697.5,411.5,0,23,31
2265,178.5,128.5,1,34,28
2265,232.5,114.5,0,35,36
2265,283.5,149.5,0,28,22
2265,569.5,327.5,1,30,21
2267,605.5,141.5,0,27,21
2268,539.5,255.5,1,181,225
2269,466.5,189.5,0,26,21
2269,596.5,200.5,0,23,22
2269,659.5,225.5,1,30,25
2270,688.5,70.5,0,32,41
2271,31.5,382.5,0,111,47
2273,529.5,307.5,0,41,25
2273,620.5,357.5,0,42,30
2273,656.5,409.5,1,52,53
2274,38.5,199.5,1,66,34
2275,494.5,125.5,1,26,29
2275,531.5,133.5,1,41,32
2278,11.5,315.5,0,195,165
2278,380.5,194.5,0,87,37
2279,4.5,201.5,0,58,38
2279,148.5,348.5,1,183,132
2279,164.5,209.5,0,94,28
2279,413.5,94.5,1,183,160
2279,688.5,225.5,0,32,74
2280,0.5,105.5,1,175,201
2280,134.5,71.5,0,115,81
2280,250.5,42.5,1,99,65
2280,520.5,27.5,0,44,25
2281,0.5,0.5,1,520,480
2281,471.5,114.5,0,235,286
2281,657.5,105.5,1,25,23
2282,52.5,137.5,0,69,21
2282,110.5,138.5,1,70,23
2282,195.5,130.5,1,48,35
2282,240.5,122.5,1,35,47
2282,381.5,175.5,1,32,27
2282,412.5,179.5,1,49,28
2282,590.5,223.5,0,30,29
2282,634.5,254.5,1,39,41
2283,52.5,124.5,0,48,23
2283,363.5,227.5,0,48,35
2283,493.5,178.5,0,87,66
2283,641.5,137.5,1,79,144
2284,520.5,133.5,0,42,37
2285,232.5,176.5,0,22,24
2286,453.5,89.5,0,55,29
2286,524.5,119.5,1,32,25
2286,610.5,167.5,0,33,26
2286,687.5,236.5,1,33,25
2287,0.5,317.5,1,37,21
2287,170.5,315.5,1,191,108
2287,226.5,247.5,1,30,27
2289,608.5,237.5,0,45,36
2290,656.5,186.5,0,32,26
2293,0.5,203.5,1,28,61
2293,184.5,161.5,0,78,63
2293,235.5,187.5,0,75,52
2293,295.5,175.5,0,35,24
2293,318.5,396.5,1,305,84
2293,444.5,158.5,0,63,56
2293,543.5,196.5,0,40,27
2298,31.5,337.5,1,503,143
2298,292.5,7.5,0,61,41
2298,421.5,17.5,0,29,24
2298,480.5,26.5,1,33,42
2298,546.5,49.5,0,41,21
2300,19.5,105.5,1,150,51
2300,167.5,126.5,0,65,39
2300,388.5,184.5,0,95,80
2300,442.5,157.5,1,29,27
2300,470.5,176.5,0,29,40
2300,519.5,160.5,0,42,30
2300,579.5,248.5,0,24,24
2300,645.5,220.5,0,30,39
2300,660.5,346.5,1,53,38
2300,690.5,324.5,1,30,45
2301,85.5,46.5,1,36,30
2303,81.5,197.5,1,63,25
2303,631.5,115.5,0,27,21
2306,113.5,255.5,0,36,30
2306,226.5,246.5,0,47,37
2306,390.5,239.5,1,44,27
2307,114.5,43.5,0,55,36
2307,405.5,0.5,1,98,58
2311,22.5,364.5,0,100,76
2311,87.5,321.5,1,66,39
2311,306.5,209.5,0,77,40
2311,361.5,158.5,1,30,28
2311,396.5,156.5,0,35,23
2311,446.5,155.5,1,46,45
2311,489.5,144.5,0,41,27
2311,586.5,60.5,1,60,54
2311,640.5,0.5,0,80,90
2313,321.5,109.5,1,29,26
2314,0.5,192.5,1,61,37
2314,20.5,218.5,1,96,30
2314,682.5,415.5,1,38,65
2315,264.5,284.5,1,66,28
2315,374.5,198.5,0,57,31
2315,411.5,220.5,1,30,26
2316,131.5,109.5,0,116,67
2316,169.5,0.5,0,113,103
2316,594.5,17.5,0,126,134
2318,604.5,219.5,1,28,34
2319,343.5,366.5,0,125,45
2324,519.5,119.5,0,34,31
2330,85.5,21.5,0,138,128
2330,197.5,23.5,1,73,38
2330,309.5,32.5,0,54,35
2331,1.5,137.5,1,33,46
2331,70.5,30.5,1,26,40
2334,511.5,107.5,1,51,42
2336,538.5,265.5,1,35,26
2337,0.5,82.5,0,329,398
2338,687.5,101.5,0,28,26
2339,307.5,118.5,1,51,40
2339,319.5,236.5,0,113,49
2340,145.5,183.5,0,41,23
2340,433.5,311.5,0,206,118
2340,658.5,266.5,1,41,33
2341,202.5,107.5,0,49,29
2341,623.5,133.5,0,32,24
2342,280.5,305.5,1,174,82
2343,0.5,204.5,0,101,90
2343,73.5,157.5,0,34,26
2343,166.5,97.5,1,38,28
2343,282.5,49.5,0,31,24
2345,598.5,318.5,1,122,162
2346,369.5,91.5,0,148,58
2346,435.5,57.5,0,49,31
2346,517.5,33.5,1,155,165
2348,143.5,181.5,0,48,21
2349,204.5,0.5,0,62,21
2350,197.5,252.5,0,69,23
2351,427.5,152.5,0,77,25
2353,542.5,136.5,1,40,37
2354,472.5,68.5,1,183,100
2355,0.5,174.5,1,32,27
2355,582.5,56.5,1,51,36
2356,0.5,375.5,0,66,46
2356,58.5,304.5,0,68,23
2356,91.5,239.5,0,112,66
2356,308.5,260.5,1,83,22
2356,388.5,193.5,0,84,60
2356,461.5,211.5,1,36,26
2356,507.5,320.5,0,75,86
2356,583.5,325.5,1,137,84
2356,587.5,181.5,0,31,32
2356,620.5,166.5,1,29,31
2357,0.5,219.5,0,212,117
2357,685.5,260.5,1,35,49
2359,102.5,172.5,0,138,44
2359,581.5,225.5,1,55,50
2361,86.5,184.5,0,75,45
2361,222.5,194.5,1,30,23
2361,297.5,202.5,1,39,28
2361,371.5,275.5,1,93,21
2362,32.5,374.5,1,38,31
2362,215.5,265.5,1,30,27
2362,272.5,301.5,0,87,41
2362,303.5,228.5,1,45,28
2362,349.5,205.5,0,33,40
2362,451.5,171.5,0,33,22
2362,561.5,168.5,0,50,31
2362,594.5,124.5,1,33,22
2363,10.5,384.5,0,57,53
2363,181.5,308.5,0,35,22
2363,283.5,256.5,0,37,23
2363,290.5,229.5,1,35,33
2363,394.5,166.5,0,47,37
2364,0.5,237.5,1,67,56
2364,222.5,127.5,1,65,40
2364,507.5,188.5,1,59,23
2364,633.5,272.5,1,73,34
2366,55.5,201.5,0,156,32
2366,239.5,190.5,0,86,42
2366,348.5,173.5,1,102,79
2366,467.5,263.5,0,60,23
2366,525.5,266.5,0,28,21
2366,630.5,309.5,0,90,56
2367,267.5,0.5,1,64,22
2368,0.5,4.5,0,46,61
2368,90.5,37.5,0,26,25
2368,167.5,53.5,1,42,43
2368,171.5,102.5,0,58,24
2368,206.5,53.5,0,24,29
2368,253.5,63.5,1,25,26
2368,294.5,72.5,0,38,35
2368,606.5,236.5,1,57,59
2368,671.5,306.5,0,49,34
2369,0.5,136.5,0,29,46
2369,44.5,16.5,1,147,138
2370,610.5,33.5,0,78,51
2371,39.5,148.5,0,44,22
2372,0.5,281.5,0,179,105
2374,27.5,196.5,0,96,29
2376,340.5,231.5,1,42,27
2377,691.5,1.5,1,28,24
2379,262.5,122.5,1,45,47
2381,345.5,26.5,1,33,30
2381,422.5,64.5,0,28,22
2381,683.5,221.5,0,27,28
2383,0.5,193.5,0,42,50
2384,0.5,127.5,1,72,36
2384,0.5,227.5,0,120,132
2384,364.5,68.5,1,90,26
2385,562.5,57.5,0,43,33
2386,83.5,241.5,1,66,63
2387,576.5,50.5,0,37,28
2391,139.5,100.5,1,32,34
2395,373.5,214.5,0,71,78
2395,545.5,317.5,1,30,26
2395,559.5,343.5,0,82,43
2395,639.5,350.5,1,45,36
2396,15.5,39.5,0,33,33
2396,59.5,41.5,1,98,40
2397,307.5,178.5,1,55,26
2398,117.5,195.5,1,22,22
2398,203.5,166.5,1,125,57
2398,342.5,107.5,1,39,22
2398,385.5,82.5,0,45,31
2400,130.5,205.5,1,23,23
2400,209.5,192.5,0,69,22
2402,535.5,369.5,0,185,111
2404,501.5,174.5,0,65,33
2405,103.5,166.5,1,31,33
2405,179.5,149.5,0,25,22
2407,352.5,396.5,0,45,35
2408,75.5,43.5,0,45,34
2408,143.5,16.5,1,90,81
2408,447.5,106.5,0,102,33
2408,536.5,113.5,1,70,41
2409,671.5,0.5,1,49,36
2411,90.5,273.5,1,27,26
2411,611.5,126.5,1,43,22
2412,14.5,121.5,0,47,40
2416,297.5,206.5,0,151,60
2417,0.5,298.5,1,36,25
2417,172.5,319.5,0,62,29
2417,458.5,291.5,0,58,44
2417,517.5,296.5,0,44,21
2419,629.5,197.5,1,32,24
2419,680.5,207.5,0,24,25
2423,60.5,191.5,0,177,96
2423,105.5,57.5,1,127,77
2423,326.5,78.5,0,98,22
2423,697.5,98.5,0,23,31
2425,0.5,233.5,1,39,51
2425,17.5,353.5,0,125,50
2425,107.5,193.5,1,80,64
2425,162.5,156.5,0,94,55
2425,261.5,149.5,0,65,40
2425,339.5,153.5,1,51,40
2425,352.5,207.5,0,145,38
2425,440.5,98.5,0,138,95
2425,569.5,111.5,0,30,29
2428,385.5,384.5,0,280,96
2429,249.5,121.5,1,65,32
2430,463.5,15.5,1,45,30
2430,592.5,14.5,1,59,43
2430,643.5,16.5,1,31,24
2431,524.5,70.5,0,60,25
2432,86.5,202.5,0,66,42
2432,184.5,232.5,0,82,35
2432,296.5,252.5,1,61,33
2432,444.5,327.5,0,93,36
2433,0.5,168.5,1,72,51
2433,71.5,172.5,0,40,30
2433,164.5,194.5,1,78,31
2433,321.5,213.5,0,91,35
2433,539.5,222.5,1,83,23
2434,46.5,256.5,0,26,29
2435,2.5,67.5,1,24,21
2435,2.5,77.5,0,45,29
2435,90.5,47.5,1,65,37
2436,0.5,265.5,0,34,26
2436,72.5,246.5,1,71,58
2436,284.5,212.5,1,40,23
2437,120.5,120.5,1,41,32
2437,290.5,106.5,1,35,22
2437,339.5,100.5,1,37,28
2437,636.5,224.5,0,50,27
2439,660.5,93.5,1,28,22
2441,18.5,350.5,0,87,76
2441,92.5,203.5,0,54,55
2441,146.5,179.5,0,55,68
2441,226.5,156.5,1,83,49
2441,591.5,195.5,0,129,141
2443,601.5,114.5,0,50,56
2443,667.5,139.5,0,53,24
2444,288.5,253.5,1,79,48
2444,551.5,150.5,0,64,43
2445,0.5,104.5,1,220,128
2445,457.5,31.5,1,34,22
2447,13.5,16.5,1,129,124
2448,381.5,146.5,1,54,25
2451,0.5,226.5,0,84,26
2451,211.5,215.5,0,30,28
2452,367.5,145.5,1,81,75
2452,530.5,179.5,0,105,68
2452,654.5,172.5,0,66,124
2453,66.5,211.5,0,48,28
2453,595.5,262.5,1,27,22
2454,520.5,34.5,0,26,23
2454,655.5,78.5,0,39,23
2455,0.5,352.5,1,53,39
2455,146.5,236.5,0,75,56
2455,595.5,86.5,0,72,74
2456,134.5,257.5,1,317,144
2456,142.5,187.5,0,47,25
2457,433.5,196.5,1,37,22
2457,525.5,171.5,0,29,33
2458,196.5,241.5,0,97,42
2458,404.5,125.5,1,132,136
2458,556.5,153.5,0,28,31
2458,680.5,172.5,0,29,27
2460,0.5,40.5,0,42,30
2460,57.5,181.5,0,205,272
2460,112.5,77.5,1,35,27
2460,228.5,0.5,1,229,98
2460,263.5,112.5,1,302,291
2460,444.5,0.5,1,276,108
2461,0.5,112.5,0,174,368
2461,48.5,160.5,0,79,55
2461,402.5,142.5,0,50,23
2461,500.5,147.5,1,37,21
2461,557.5,157.5,0,121,108
2461,679.5,156.5,1,41,98
2463,140.5,186.5,0,29,21
2463,176.5,242.5,1,73,22
2463,436.5,160.5,0,67,30
2463,520.5,166.5,1,34,26
2463,620.5,172.5,0,61,84
2464,564.5,352.5,1,156,128
2465,85.5,44.5,0,190,168
2465,288.5,98.5,1,25,26
2465,332.5,102.5,0,51,21
2466,27.5,74.5,1,56,37
2466,41.5,153.5,1,491,297
2466,176.5,0.5,1,60,38
2467,41.5,169.5,1,150,109
2467,181.5,191.5,1,81,62
2467,258.5,244.5,0,168,83
2467,699.5,243.5,1,21,54
2468,93.5,319.5,0,218,87
2468,144.5,237.5,0,90,84
2469,202.5,294.5,0,101,27
2469,560.5,201.5,1,69,22
2469,673.5,165.5,0,33,30
2470,562.5,67.5,0,40,22
2472,50.5,189.5,0,63,55
2472,295.5,148.5,1,23,27
2472,463.5,138.5,0,35,21
2472,518.5,132.5,1,32,30
2472,544.5,210.5,1,54,26
2473,492.5,196.5,1,127,139
2473,611.5,154.5,1,57,41
2474,0.5,162.5,0,27,36
2474,61.5,148.5,0,28,31
2474,79.5,163.5,1,50,29
2474,155.5,159.5,0,46,28
2474,681.5,241.5,0,39,83
2475,254.5,238.5,0,22,24
2475,343.5,245.5,1,124,54
2475,397.5,197.5,0,21,24
2475,437.5,179.5,0,78,57
2475,445.5,181.5,1,27,28
2475,515.5,164.5,0,38,32
2475,516.5,191.5,0,55,21
2475,693.5,103.5,1,27,45
2480,178.5,158.5,0,113,29
2481,413.5,244.5,1,128,62
2481,542.5,288.5,0,34,31
2482,573.5,156.5,0,39,22
2486,692.5,218.5,1,23,25
2487,5.5,172.5,0,78,29
2488,40.5,165.5,0,44,22
2488,92.5,129.5,0,25,22
2488,118.5,107.5,0,56,31
2488,278.5,91.5,1,75,22
2488,315.5,46.5,1,48,34
2488,433.5,11.5,1,34,33
2488,454.5,17.5,1,126,98
2488,620.5,18.5,0,65,37
2488,684.5,34.5,0,36,47
2489,234.5,57.5,0,40,24
2489,329.5,90.5,1,35,22
2489,359.5,135.5,0,50,26
2489,606.5,178.5,1,46,31
2490,0.5,293.5,0,41,98
2490,80.5,62.5,1,70,32
2490,114.5,139.5,0,175,108
2490,496.5,0.5,1,174,30
2491,10.5,218.5,0,142,71
2493,483.5,242.5,1,172,70
2493,554.5,151.5,0,45,29
2494,334.5,165.5,1,60,42
2494,429.5,124.5,0,67,64
2494,557.5,139.5,1,27,31
2494,675.5,152.5,1,45,46
2495,37.5,98.5,1,92,84
2496,32.5,182.5,1,37,36
2496,114.5,75.5,1,62,62
2496,175.5,74.5,0,46,34
2496,238.5,26.5,1,58,57
2498,696.5,28.5,0,24,41
2501,61.5,62.5,0,68,22
2502,136.5,96.5,0,42,33
2503,486.5,30.5,1,83,24
2504,463.5,158.5,0,106,32
2504,579.5,92.5,0,26,21
2505,11.5,155.5,0,76,47
2505,302.5,52.5,1,28,22
2506,0.5,352.5,0,53,62
2506,356.5,136.5,1,25,24
2507,0.5,294.5,1,173,186
2507,349.5,307.5,1,61,22
2508,491.5,18.5,1,29,32
2509,184.5,290.5,0,52,30
2509,249.5,282.5,0,48,28
2509,326.5,264.5,1,46,34
2509,462.5,252.5,0,21,27
2509,475.5,335.5,0,43,22
2509,483.5,251.5,0,54,33
2509,518.5,331.5,1,100,24
2509,539.5,255.5,0,23,22
2509,631.5,242.5,0,33,22
2509,662.5,242.5,1,30,23
2510,27.5,139.5,0,76,72
2510,386.5,129.5,0,30,31
2510,446.5,98.5,1,107,106
2510,552.5,101.5,0,32,31
2510,576.5,134.5,1,123,69
2510,622.5,107.5,0,27,30
2510,663.5,383.5,0,57,97
2510,688.5,135.5,1,27,22
2510,695.5,206.5,0,25,67
2512,0.5,387.5,0,30,26
2512,49.5,298.5,0,33,24
2513,312.5,261.5,0,121,37
2513,493.5,188.5,1,137,29
2513,518.5,175.5,1,65,23
2513,630.5,180.5,1,90,30
2518,679.5,0.5,1,32,22
2519,623.5,27.5,0,57,24
2521,0.5,162.5,0,52,37
2521,0.5,247.5,0,150,208
2521,28.5,106.5,1,32,24
2521,562.5,263.5,0,61,38
2521,643.5,312.5,1,46,59
2521,685.5,252.5,0,35,52
2523,0.5,209.5,1,56,22
2523,50.5,160.5,0,99,50
2523,146.5,141.5,1,117,52
2524,0.5,304.5,0,301,176
2524,123.5,13.5,1,72,46
2524,356.5,56.5,0,46,30
2525,129.5,219.5,1,125,79
2525,334.5,125.5,0,133,66
2526,96.5,155.5,1,43,32
2526,156.5,151.5,1,45,23
2526,230.5,138.5,1,24,24
2526,265.5,113.5,1,76,34
2526,339.5,112.5,1,28,23
2526,414.5,85.5,0,54,43
2526,518.5,56.5,1,99,87
2526,518.5,162.5,0,64,23
2526,627.5,109.5,0,93,86
2528,163.5,192.5,0,36,38
2529,0.5,187.5,1,102,78
2529,332.5,255.5,0,193,176
2529,557.5,441.5,0,109,39
2530,609.5,150.5,0,23,23
2530,688.5,160.5,1,23,22
2531,0.5,367.5,0,77,113
2531,80.5,89.5,1,28,23
2531,123.5,92.5,1,36,37
2531,178.5,121.5,1,28,26
2531,254.5,107.5,1,30,28
2531,293.5,117.5,0,27,23
2531,311.5,54.5,0,188,221
2531,490.5,178.5,1,88,75
2531,581.5,207.5,0,48,33
2533,0.5,264.5,0,208,216
2533,112.5,73.5,0,99,80
2533,225.5,137.5,1,76,31
2533,311.5,154.5,0,43,22
2533,563.5,221.5,0,116,60
2533,568.5,194.5,1,57,39
2533,653.5,258.5,0,59,55
2534,0.5,420.5,0,25,59
2535,0.5,224.5,1,28,63
2535,83.5,61.5,0,90,89
2535,413.5,169.5,1,110,50
2535,667.5,130.5,0,53,23
2536,31.5,263.5,0,280,217
2536,204.5,193.5,1,38,43
2537,3.5,124.5,0,37,36
2537,117.5,112.5,0,66,42
2538,254.5,281.5,0,37,23
2538,287.5,272.5,0,31,22
2538,385.5,256.5,1,47,29
2540,32.5,118.5,1,42,29
2541,0.5,218.5,1,22,38
2541,25.5,197.5,1,102,79
2541,295.5,266.5,0,31,23
2542,268.5,201.5,0,77,54
2544,93.5,222.5,0,85,27
2544,355.5,192.5,1,45,32
2544,508.5,231.5,0,31,28
2544,541.5,239.5,1,42,31
2544,664.5,266.5,0,32,24
2544,689.5,269.5,1,31,33
2546,486.5,363.5,0,136,30
2547,79.5,185.5,1,39,34
2547,126.5,168.5,0,26,30
2547,513.5,102.5,1,23,22
2548,162.5,221.5,0,37,21
2550,37.5,68.5,1,76,49
2550,152.5,27.5,0,100,39
2550,281.5,85.5,1,87,21
2550,355.5,101.5,1,213,50
2551,529.5,111.5,1,50,29
2551,537.5,176.5,1,47,49
2551,606.5,260.5,1,110,89
2552,0.5,11.5,0,38,44
2552,34.5,0.5,1,104,61
2552,406.5,128.5,0,116,53
2552,412.5,70.5,0,23,24
2552,516.5,167.5,0,109,72
2552,521.5,68.5,1,45,40
2552,593.5,208.5,0,127,122
2552,650.5,146.5,0,57,65
2553,0.5,223.5,0,239,257
2553,523.5,244.5,1,38,25
2553,631.5,241.5,0,70,45
2553,697.5,269.5,1,23,25
2554,421.5,89.5,1,37,22
2554,435.5,73.5,1,51,33
2555,306.5,163.5,1,24,21
2559,119.5,133.5,0,22,22
2560,323.5,109.5,0,71,66
2560,397.5,163.5,1,126,31
2560,480.5,155.5,0,41,25
2560,584.5,188.5,0,68,34
2563,207.5,381.5,0,26,33
2563,216.5,389.5,1,42,40
2564,23.5,252.5,0,73,63
2564,124.5,203.5,0,34,31
2564,137.5,253.5,1,163,163
2564,196.5,194.5,0,28,23
2564,218.5,207.5,0,65,21
2564,599.5,132.5,1,63,37
2565,272.5,155.5,0,61,30
2566,0.5,298.5,1,82,86
2566,14.5,240.5,0,29,23
2568,429.5,256.5,0,112,41
2568,672.5,176.5,1,47,36
2570,538.5,96.5,0,27,21
2570,604.5,116.5,0,24,22
2570,629.5,139.5,0,61,24
2571,147.5,158.5,0,73,21
2571,588.5,137.5,1,88,62
2571,681.5,176.5,1,39,48
2572,33.5,332.5,1,25,29
2572,130.5,286.5,1,37,36
2572,177.5,288.5,0,44,22
2572,427.5,247.5,0,36,29
2573,169.5,124.5,0,32,30
2573,217.5,138.5,1,37,31
2576,636.5,300.5,0,60,24
2578,147.5,155.5,1,22,24
2578,182.5,180.5,0,69,45
2578,262.5,164.5,1,162,79
2578,290.5,265.5,0,233,126
2578,291.5,389.5,1,391,91
2578,413.5,172.5,0,23,23
2578,427.5,161.5,1,42,28
2578,460.5,168.5,0,76,45
2578,679.5,158.5,1,25,21
2579,675.5,81.5,0,45,57
2584,108.5,305.5,1,30,24
2584,139.5,388.5,1,122,40
